RA,IAA,IEG,IPS,math,portuguese,lag,IAA__minus_1,IEG__minus_1,IPS__minus_1,math__minus_1,portuguese__minus_1,lag__minus_1,IAA__minus_2,IEG__minus_2,IPS__minus_2,math__minus_2,portuguese__minus_2,lag__minus_2,years
RA-447,"0,0","7,0","7,5","7,0","0,0",0,,,,,,,,,,,,,1
RA-448,"9,0","9,7","7,5","5,0","6,0",0,,,,,,,,,,,,,1
RA-449,"7,1","7,2","7,52","5,5","7,7",0,"0,0","6,0","7,5","6,0","8,0",-1.0,,,,,,,2
RA-450,"8,8","9,0","5,6","8,0","8,5",-1,"9,6","8,4","2,52","7,0","6,5",-1.0,"10,0","9,1","7,5","6,8","8,2",-1.0,3
RA-451,"8,5","9,5","4,39","7,8","10,0",-2,"9,0","6,0","6,3","3,1","9,2",-1.0,,,,,,,2
RA-452,"9,0","5,6","7,5","5,0","4,5",-1,,,,,,,,,,,,,1
RA-453,"9,0","8,7","7,5","8,0","9,5",-1,,,,,,,,,,,,,1
RA-454,"9,6","6,6","6,3","3,0","2,0",-2,"0,0","7,5",5,"4,2","1,2",-2.0,"9,5","8,6","5,0","0,0","4,7",-2.0,3
RA-455,"8,8","6,1","8,1","3,0","6,5",0,,,,,,,"7,0","7,9","7,5","6,0","6,5",-1.0,3
RA-456,"7,1","9,4","7,5","9,0","6,0",0,"0,0","8,3","4,39","9,7","10,0",-1.0,"6,4","8,2","6,3","6,0","8,7",-1.0,3
RA-457,"8,3","8,7","7,5","8,0","8,0",1,"7,5","8,6","7,52","6,7","8,5",0.0,"8,0","8,8","7,5","7,0","10,0",-1.0,3
RA-458,"8,8","3,7","6,9","3,0","4,0",-1,"9,6","6,9","7,52","4,3","4,8",-1.0,"8,0","7,7","7,5","4,7","6,5",-1.0,3
RA-459,"7,9","8,5","5,6","0,0","6,0",0,"6,7","9,3","7,52","8,3","9,2",0.0,"7,0","9,1","8,1","5,3","9,2",-1.0,3
RA-460,"6,8","8,1","7,5","0,5","6,0",-1,,,,,,,,,,,,,1
RA-461,"8,8","9,2","7,5","3,0","4,5",0,"7,3","7,9","3,77","5,7","9,0",-1.0,"0,0","6,7","7,5","1,5","6,2",-1.0,3
RA-462,"10,0","8,1",5,"4,0","2,8",-2,"10,0","8,5","7,5","2,0","5,2",-2.0,,,,,,,2
RA-463,"9,2","5,4","2,52","6,3","4,3",0,"10,0","7,8","7,5","2,0","3,0",-1.0,,,,,,,2
RA-464,"9,2","7,9","8,8","3,0","3,5",-1,"9,2","7,7","2,52","4,8","3,7",-1.0,"7,5","8,0","7,5","2,7","7,0",-1.0,3
RA-465,"7,5","9,4","2,52","8,3","8,2",0,"8,0","7,9","7,5","9,3","6,3",0.0,,,,,,,2
RA-466,"8,8","7,2","8,8","3,0","6,5",-1,"9,5","7,6","6,89","2,5","6,5",-2.0,"8,5","9,7","7,5","0,5","6,0",-1.0,3
RA-467,"7,9","9,1","5,0","5,5","9,0",0,"6,3","9,2","3,14","6,0","6,0",-1.0,"5,8","8,4","5,0","5,0","6,0",-1.0,3
RA-468,"8,3","6,0","6,27","4,8","3,0",-1,"9,5","6,7","7,5","4,5","3,7",-1.0,,,,,,,2
RA-469,"9,2","9,5","7,5","6,0","4,0",0,"7,5","9,3","2,52","6,8","8,8",-1.0,"9,0","9,6","5,0","6,2","5,2",0.0,3
RA-470,"9,6","8,0","7,5","3,5","4,0",0,"8,8","9,2",5,"6,0","4,3",-1.0,"8,0","9,7","7,5","5,3","7,3",-1.0,3
RA-471,"0,0","7,0","7,5","4,0","5,5",0,"0,0","9,0","6,27","6,3","4,0",0.0,"3,5","8,5","5,0","5,7","6,8",-1.0,3
RA-472,"7,5","7,5","7,5","4,0","8,5",-1,"5,1","7,1","7,52","3,7","7,2",-1.0,"9,0","7,0","7,5","1,8","2,2",-1.0,3
RA-473,"8,0","6,1","7,5","4,5","4,0",-1,,,,,,,,,,,,,1
RA-474,"9,2","5,8","7,5","4,0","3,0",-1,"0,0","7,8",5,"4,8","3,8",-1.0,"9,5","9,1","7,5","1,3","4,7",-1.0,3
RA-475,"8,5","9,2","7,5","3,3","8,3",-1,,,,,,,,,,,,,1
RA-476,"7,9","6,6","7,5","7,0","4,0",0,"7,9","7,0","2,52","5,0","4,5",0.0,"9,0","9,3","4,4","5,0","6,0",-1.0,3
RA-477,"0,0","5,0","5,6","0,3","1,0",-1,,,,,,,,,,,,,1
RA-478,"6,7","7,3","2,52","4,3","4,7",0,"8,5","9,1","5,6","3,8","6,0",-1.0,,,,,,,2
RA-479,"9,2","9,9","2,5","10,0","9,0",1,"9,0","10,0","2,52","9,3","10,0",0.0,"8,0","9,2","7,5","10,0","9,7",-1.0,3
RA-480,"6,3","8,1","7,5","2,5","7,5",0,"10,0","9,7","7,52","7,2","8,5",-1.0,"9,0","8,8","7,5","6,8","5,7",-1.0,3
RA-481,"9,0","8,0","7,5","5,7","4,7",0,,,,,,,,,,,,,1
RA-482,"10,0","7,9","7,5","4,3","6,7",-1,,,,,,,,,,,,,1
RA-483,"8,5","5,6","6,3","2,0","8,5",-1,"9,0","6,0","2,52","5,0","6,2",-2.0,"9,0","4,8","5,0","2,0","2,8",-1.0,3
RA-484,"8,3","3,9","2,5","0,0","0,0",0,"6,4","7,5","2,52","3,2","4,0",-1.0,"9,5","8,7","5,0","8,0","5,0",-1.0,3
RA-485,"9,5","4,0","7,5","1,0","1,3",-1,,,,,,,,,,,,,1
RA-486,"8,4","6,4","2,52","3,3","9,0",0,"10,0","9,9","7,5","6,7","7,8",-1.0,,,,,,,2
RA-487,"9,2","9,4","9,4","10,0","9,0",0,"8,5","9,9",5,"9,2","9,7",0.0,"7,5","9,7","7,5","9,7","9,5",-1.0,3
RA-488,"8,5","8,8","7,5","6,0","8,5",-1,,,,,,,,,,,,,1
RA-489,"9,0","7,2","7,5","0,0","0,0",0,,,,,,,,,,,,,1
RA-490,"9,2","5,5","8,8","5,5","6,0",1,"7,9","7,9","2,52","2,8","8,7",0.0,"7,9","8,2","7,5","6,0","9,3",-1.0,3
RA-491,"7,5","9,0","7,5","1,5","9,0",-1,"9,5","9,6","2,52","3,3","6,7",0.0,"7,5","9,7","7,5","6,0","8,0",-1.0,3
RA-492,"10,0","8,8","7,5","8,2","6,0",-1,,,,,,,,,,,,,1
RA-493,"10,0","8,9","10,0","3,0","4,0",1,"9,5","9,6","2,52","4,7","7,2",0.0,"10,0","9,4","7,5","7,3","7,0",0.0,3
RA-494,"7,5","7,3","8,8","6,0","5,5",0,"6,9","9,0","2,52","6,3","7,3",-1.0,"6,4","8,3","5,0","6,3","5,2",-1.0,3
RA-495,"9,0","8,4","2,52","6,0","8,8",-1,"9,0","8,9","7,5","8,0","8,8",-1.0,,,,,,,2
RA-496,"10,0","5,3","6,3","5,0","4,5",0,"0,0","7,1",5,"7,5","9,0",-1.0,"8,5","6,8","7,5","5,8","5,5",-1.0,3
RA-497,"7,5","6,1","5,6","0,0","2,0",-1,"5,3","8,7","2,52","1,7","5,3",-2.0,"6,9","9,2","5,0","4,2","6,0",-2.0,3
RA-498,"8,5","8,8","7,5","8,0","9,5",-1,,,,,,,,,,,,,1
RA-499,"8,5","9,0","7,5","2,0","7,5",0,"7,9","10,0","2,52","5,3","7,8",0.0,"8,5","10,0","7,5","8,2","8,2",-1.0,3
RA-500,"9,6","10,0","2,5","6,0","6,0",0,"9,5","10,0","2,52","8,5","7,2",0.0,"9,0","10,0","7,5","9,5","9,5",-1.0,3
RA-501,"7,0","8,0","7,5","8,5","9,0",0,"7,0","8,4","7,52","9,2","8,5",-1.0,"8,5","8,8","7,5","8,0","5,7",0.0,3
RA-502,"9,0","9,8","3,8","6,0","10,0",0,"8,5","9,8","7,52","6,7","9,3",0.0,"9,5","9,7","7,5","6,7","8,2",1.0,3
RA-503,"9,6","9,8","7,5","6,0","8,0",1,"9,5","10,0","2,52","8,7","8,7",0.0,"8,5","10,0","7,5","8,7","9,0",-1.0,3
RA-504,"8,0","8,3","7,52","6,5","9,2",0,"8,5","8,9","7,5","7,8","8,2",0.0,,,,,,,2
RA-505,"9,5","8,0","7,5","8,2","8,7",-1,,,,,,,,,,,,,1
RA-506,"9,5","8,1",5,"7,3","9,7",-1,"9,5","7,3","7,5","8,3","6,0",-2.0,,,,,,,2
RA-507,"8,5","10,0","7,5","7,3","7,5",-1,,,,,,,,,,,,,1
RA-508,"7,1","5,6","7,5","0,0","7,0",1,"6,4","8,6","2,52","6,2","8,7",0.0,"8,0","7,4","7,5","0,0","9,0",-1.0,3
RA-509,"9,2","6,4","2,5","6,0","4,5",0,"8,5","8,1","2,52","8,2","9,0",-1.0,"9,0","8,2","7,5","9,3","9,0",-2.0,3
RA-510,"8,0","9,3","7,5","5,8","8,3",-2,,,,,,,,,,,,,1
RA-511,"8,0","10,0","7,5","2,0","8,5",-1,,,,,,,,,,,,,1
RA-512,"9,0","9,3","7,5","5,3","7,0",-1,,,,,,,,,,,,,1
RA-513,"10,0","8,8","8,1","9,0","5,5",1,"9,5","9,7","2,52","7,2","7,8",0.0,"9,0","9,6","5,6","8,2","8,5",0.0,3
RA-514,"9,0","7,6","4,4","3,0","3,0",0,"7,9","7,5","2,52","4,2","6,8",-1.0,"8,0","9,7","7,5","2,0","7,5",0.0,3
RA-515,"8,0","6,3","7,5","8,5","3,2",-2,,,,,,,,,,,,,1
RA-516,"10,0","10,0","2,5","8,0","8,5",1,"10,0","9,8","2,52","9,0","9,5",0.0,"10,0","9,7","7,5","10,0","9,8",0.0,3
RA-517,"7,5","5,3","2,5","4,5","4,0",0,"4,1","9,0","2,52","4,5","8,7",-1.0,"6,9","9,5","7,5","7,8","7,5",-2.0,3
RA-518,"8,3","6,8","2,5","7,5","3,5",0,"8,5","8,5",5,"5,5","7,8",0.0,"9,0","9,4","7,5","6,0","9,0",-1.0,3
RA-519,"9,0","9,9","7,52","7,5","7,2",-1,"7,4","9,6","7,5","7,0","8,0",0.0,,,,,,,2
RA-520,"10,0","6,8","7,5","5,0","8,5",-1,,,,,,,,,,,,,1
RA-521,"8,0","9,0","5,0","7,0","5,5",0,"0,0","9,9","3,77","7,0","8,7",-1.0,"9,0","10,0","5,0","5,0","7,0",0.0,3
RA-522,"8,0","9,5","7,5","9,5","8,5",0,"7,5","9,2","7,52","8,3","8,2",-1.0,"9,5","9,1","7,5","7,0","8,0",0.0,3
RA-523,"10,0","9,5","7,5","5,0","8,0",-1,,,,,,,,,,,,,1
RA-524,"7,1","5,1","2,5","8,5","7,5",0,"6,4","9,2","2,52","9,0","8,8",-1.0,"0,0","9,4","5,0","9,0","9,2",-1.0,3
RA-525,"8,0","8,6","2,52","8,8","9,5",-1,"9,0","9,3","7,5","8,3","8,8",-1.0,,,,,,,2
RA-526,"9,6","9,4","8,1","8,5","3,5",-1,"9,5","9,8",5,"8,3","9,3",-1.0,"10,0","9,9","7,5","7,7","8,3",-2.0,3
RA-527,"9,0","10,0","7,5","6,5","5,5",0,"9,0","9,1","7,52","5,7","7,2",-1.0,"8,5","10,0","7,5","5,0","8,0",0.0,3
RA-528,"9,2","5,8","7,5","8,5","4,5",0,"9,0","8,5",5,"7,5","8,8",-1.0,"0,0","6,2","7,5","5,3","2,7",-1.0,3
RA-529,"7,0","6,6","4,4","2,5","6,0",-1,"8,0","9,6","7,52","4,8","8,7",-2.0,"8,5","8,9","5,0","3,3","7,0",-2.0,3
RA-530,"8,8","6,5","9,4","4,0","6,0",0,"10,0","8,8",5,"5,8","5,5",0.0,"10,0","9,0","7,5","9,0","8,8",-1.0,3
RA-531,"9,2","9,8","4,4","6,5","4,5",0,"9,5","10,0","2,52","6,3","9,0",0.0,"9,5","9,8","7,5","8,7","7,0",-1.0,3
RA-532,"9,5","9,7","7,5","4,0","7,0",0,,,,,,,,,,,,,1
RA-533,"9,0","9,3","7,52","4,8","6,7",-1,"8,5","8,8","5,6","5,0","7,0",-1.0,,,,,,,2
RA-534,"9,6","6,0","7,5","4,0","4,0",0,"0,0","8,1","2,52","3,7","7,0",-1.0,"9,0","7,4","7,5","6,5","7,7",-2.0,3
RA-535,"9,2","7,2","8,1","7,0","5,5",0,"9,0","9,4",5,"4,7","6,5",0.0,"9,0","9,2","7,5","4,7","5,5",-1.0,3
RA-536,"8,3","9,1","8,1","6,5","4,5",1,"8,0","9,3","2,52","5,0","6,8",0.0,"9,5","8,9","5,6","6,3","5,7",-1.0,3
RA-537,"9,5","9,0","4,4","2,5","7,0",-1,,,,,,,,,,,,,1
RA-538,"8,8","7,7","7,5","10,0","4,5",-1,"7,4","8,6","2,52","3,5","5,8",-1.0,"8,5","7,5","5,6","4,5","9,0",-2.0,3
RA-539,"10,0","9,2","7,5","5,0","3,5",0,"9,5","8,6","2,52","7,2","9,7",-1.0,"8,5","9,3","6,9","6,8","8,2",-1.0,3
RA-540,"8,5","8,8",5,"6,5","7,7",0,"8,5","9,5","5,6","6,8","7,2",-1.0,,,,,,,2
RA-541,"10,0","7,8","6,9","0,0","5,0",-3,,,,,,,,,,,,,1
RA-542,"8,8","6,5","8,1","1,5","5,0",0,"9,5","9,7",5,"5,2","7,3",-1.0,"8,0","9,8","6,3","5,3","7,7",-1.0,3
RA-543,"8,8","9,6","2,5","7,0","6,5",1,"7,8","9,8","2,52","5,5","7,5",0.0,"8,5","9,8","4,4","5,0","8,0",-1.0,3
RA-544,"9,5","9,7","5,6","1,0","5,5",-1,,,,,,,,,,,,,1
RA-545,"9,5","6,6","7,5","4,3","6,7",-2,,,,,,,,,,,,,1
RA-546,"5,8","3,8","8,1","0,0","4,0",0,"0,0","7,2","2,52","3,5","7,8",-1.0,"9,0","7,9","5,0","3,3","7,8",-1.0,3
RA-547,"8,8","7,0","8,1","9,0","4,5",0,"0,0","9,1","2,52","5,0","7,3",-1.0,"9,5","9,7","5,0","7,3","7,8",-1.0,3
RA-548,"9,2","7,6","7,5","9,0","5,0",0,"9,0","9,1","2,52","6,2","8,5",-1.0,"8,0","9,1","6,9","5,7","8,7",-2.0,3
RA-549,"10,0","7,2","6,3","5,0","6,5",-1,"9,5","8,1","5,02","5,5","7,2",-1.0,"10,0","7,9","6,9","2,2","6,2",-1.0,3
RA-550,"9,0","9,0","6,9","2,0","1,8",-2,,,,,,,,,,,,,1
RA-551,"10,0","8,6","2,52","4,5","6,2",-1,"8,5","7,3","6,9","5,0","8,2",-2.0,,,,,,,2
RA-552,"0,0","5,6","3,14","6,5","6,2",-2,"9,5","8,8","5,0","6,0","5,0",-1.0,,,,,,,2
RA-553,"9,5","6,9","6,9","1,0","5,7",-1,,,,,,,,,,,,,1
RA-554,"7,9","6,0","6,9","1,7","6,3",-2,,,,,,,,,,,,,1
RA-555,"10,0","2,8","6,9","5,0","4,0",-1,"7,4","8,1","2,52","1,5","6,2",-1.0,"9,5","8,1","5,0","1,8","7,0",-2.0,3
RA-556,"7,1","6,2","2,5","1,5","4,5",0,"8,5","9,6","2,52","6,5","7,8",-1.0,"9,0","8,8","5,0","4,8","8,0",-1.0,3
RA-557,"10,0","8,8","7,5","10,0","9,0",0,"10,0","8,2",5,"8,0","9,7",0.0,"10,0","8,4","7,5","10,0","8,8",-1.0,3
RA-558,"9,2","3,8","8,1","2,5","4,0",-2,"7,8","9,4",5,"5,7","6,3",-3.0,"9,0","8,5","5,0","0,5","8,0",-3.0,3
RA-559,"10,0","5,7","8,1","1,0","2,5",0,"10,0","9,4",5,"6,5","8,2",-1.0,"9,5","9,2","7,5","7,2","7,0",-1.0,3
RA-560,"0,0","8,4","2,52","2,3","5,7",-1,"6,9","7,2","5,0","3,2","4,3",-1.0,,,,,,,2
RA-561,"9,0","9,0","7,5","9,5","5,3",-1,,,,,,,,,,,,,1
RA-562,"8,3","9,8","8,1","7,5","7,5",0,"0,0","8,5","2,52","7,7","9,7",-1.0,"8,0","9,0","7,5","8,3","7,7",-1.0,3
RA-563,"9,2","9,5","8,1","10,0","9,0",0,"6,4","9,7","2,52","6,0","6,3",0.0,"10,0","9,2","7,5","9,0","8,0",-1.0,3
RA-564,"9,5","3,8","5,0","2,5","2,0",-2,,,,,,,,,,,,,1
RA-565,"9,0","4,1","7,5","4,0","1,8",-2,,,,,,,,,,,,,1
RA-566,"9,0","8,8","2,52","8,8","8,0",-1,"9,5","8,4","7,5","9,5","7,5",-2.0,,,,,,,2
RA-567,"9,5","6,0","7,5","4,3","5,2",-1,,,,,,,,,,,,,1
RA-568,"7,9","3,3","8,1","5,0","5,5",-2,"7,0","7,9",5,"8,5","6,7",-3.0,"8,0","8,6","6,9","8,0","8,5",-3.0,3
RA-569,"9,5","8,7","5,0","6,3","7,3",-2,,,,,,,,,,,,,1
RA-570,"8,0","8,0","5,6","6,0","7,5",-1,"8,5","7,3","3,77","5,7","6,0",-1.0,"9,0","7,0","7,5","0,7","2,0",-1.0,3
RA-571,"7,0","8,7","4,4","5,0","5,5",-1,"9,0","7,9","3,77","3,8","6,2",-2.0,"8,5","8,8","7,5","3,3","4,0",-1.0,3
RA-572,"8,5","8,0","7,5","4,5","9,0",0,,,,,,,,,,,,,1
RA-573,"9,2","9,5","8,8","6,0","3,5",0,"9,5","9,8",5,"5,7","7,5",-1.0,"9,5","9,9","7,5","8,3","8,0",-1.0,3
RA-574,"6,9","8,2",5,"7,7","8,5",0,"9,5","7,2","5,0","5,5","9,5",-1.0,,,,,,,2
RA-575,"8,0","6,1","7,5","2,7","3,0",-2,,,,,,,,,,,,,1
RA-576,"8,5","10,0","7,5","9,0","9,5",0,"9,0","9,3","5,02","6,5","9,5",-1.0,"9,5","9,1","7,5","7,5","8,0",-1.0,3
RA-577,"8,5","5,8","5,6","7,0","9,0",-1,"10,0","8,2","3,77","6,5","8,3",-1.0,"9,5","9,3","7,5","8,3","9,7",-1.0,3
RA-578,"10,0","10,0","2,5","10,0","9,5",1,"9,0","10,0","2,52","9,8","9,5",0.0,"9,5","10,0","8,8","9,3","9,7",-1.0,3
RA-579,"8,5","5,8","7,5","0,0","7,5",-1,,,,,,,,,,,,,1
RA-580,"9,0","8,9","7,5","10,0","8,5",-1,"8,5","9,8","7,52","8,7","9,3",-1.0,"8,0","9,6","7,5","6,3","8,8",-1.0,3
RA-581,"7,4","8,2","5,6","8,0","9,5",-1,"8,0","9,8","7,52","7,0","8,8",-1.0,"7,5","8,9","7,5","5,3","4,7",-1.0,3
RA-582,"10,0","9,0","7,5","4,3","5,5",-1,,,,,,,,,,,,,1
RA-583,"7,9","8,9","8,1","6,5","4,5",0,"9,0","9,4","7,52","5,5","7,0",-1.0,"8,5","9,4","7,5","6,2","8,0",-2.0,3
RA-584,"8,8","5,6","8,8","2,0","5,0",0,"9,5","9,0","2,52","5,0","6,5",0.0,"8,0","8,5","7,5","4,5","4,7",-1.0,3
RA-585,"8,5","9,1","7,5","3,7","6,3",0,,,,,,,,,,,,,1
RA-586,"9,2","9,2","7,5","7,5","8,0",1,"8,0","10,0","2,52","7,5","9,2",0.0,"10,0","9,6","5,6","8,2","8,2",-1.0,3
RA-587,"9,0","7,4","7,5","6,5","6,0",-2,"8,5","7,0","7,52","2,2","3,2",-1.0,"9,5","9,3","7,5","1,0","6,5",-1.0,3
RA-588,"9,2","9,8","7,5","8,5","8,0",1,"8,0","9,6","2,52","7,5","8,0",0.0,"9,5","10,0","5,6","9,3","9,2",0.0,3
RA-589,"9,5","9,4","7,5","3,0","8,5",0,,,,,,,,,,,,,1
RA-590,"8,0","8,5","6,3","8,0","0,0",-1,"6,3","9,7","3,77","5,7","7,3",0.0,"8,5","8,6","7,5","5,7","9,2",-1.0,3
RA-591,"7,4","7,9","6,3","6,0","9,0",-1,"9,0","8,5","6,27","6,2","7,5",-1.0,"9,5","9,3","7,5","7,8","6,3",-1.0,3
RA-592,"7,9","6,1","2,5","7,0","8,0",1,"6,2","9,2","3,77","5,5","9,7",0.0,"8,0","8,5","5,6","7,2","9,7",-1.0,3
RA-593,"7,5","7,4","7,5","3,0","6,2",-1,,,,,,,,,,,,,1
RA-594,"6,9","5,8","6,3","6,5","7,5",0,"8,5","7,1","6,27","6,2","5,3",-1.0,"8,0","9,4","7,5","6,0","9,5",-1.0,3
RA-595,"0,0","7,0","7,52","3,2","3,3",-1,"8,5","5,5","7,5","2,0","0,0",-2.0,,,,,,,2
RA-596,"9,5","10,0","7,5","8,8","9,8",0,,,,,,,,,,,,,1
RA-597,"9,0","9,3","7,5","5,0","7,0",0,"10,0","9,6","7,52","7,8","9,2",-1.0,"9,0","10,0","7,5","6,5","9,5",0.0,3
RA-598,"9,5","7,2","7,5","4,7","2,7",-1,,,,,,,,,,,,,1
RA-599,"10,0","8,6","9,4","8,0","7,0",1,"10,0","9,5","2,52","8,2","8,7",0.0,"9,5","9,2","7,5","8,3","9,8",-1.0,3
RA-600,"8,0","8,0","7,5","8,0","7,0",0,"8,5","8,4","7,52","6,5","7,8",-1.0,"8,5","8,4","7,5","2,8","5,0",0.0,3
RA-601,"9,5","10,0","7,5","9,5","8,0",-1,"9,0","10,0","7,52","8,0","9,3",0.0,"9,0","9,7","7,5","5,3","6,0",1.0,3
RA-602,"9,6","9,7","7,5","9,0","5,0",0,"10,0","9,6","7,52","7,3","8,8",-1.0,"10,0","9,7","7,5","8,3","8,8",-1.0,3
RA-603,"9,6","7,2","6,9","4,5","5,5",0,"0,0","8,9","2,52","5,7","8,2",0.0,"9,0","9,5","7,5","6,7","8,3",-1.0,3
RA-604,"8,3","7,5","8,1","8,0","5,5",1,"9,0","9,3","7,52","6,0","9,0",0.0,"9,0","9,0","7,5","8,0","9,7",-1.0,3
RA-605,"7,5","6,2","6,9","1,5","3,5",0,"9,0","9,5","7,52","4,8","8,8",-1.0,"6,9","9,3","6,9","6,2","8,0",-2.0,3
RA-606,"8,5","7,6","6,9","3,5","3,0",0,"8,5","8,5","7,52","4,7","7,2",-1.0,"9,5","9,0","7,5","2,0","1,5",-1.0,3
RA-607,"8,5","7,5","7,5","7,0","7,0",0,"8,0","7,5","7,52","4,8","8,7",-1.0,"6,8","8,1","7,5","3,0","5,0",-1.0,3
RA-608,"9,0","3,1","6,9","5,0","3,5",0,"10,0","7,5","7,52","6,0","6,3",-1.0,"7,8","9,6","7,5","3,0","9,5",-1.0,3
RA-609,"9,5","6,4","7,52","3,2","7,3",-1,"8,5","7,6","7,5","6,5","5,5",-1.0,,,,,,,2
RA-610,"9,6","9,7","3,8","8,0","5,0",1,"10,0","10,0","2,52","6,3","7,7",0.0,"9,0","9,6","7,5","6,0","7,0",0.0,3
RA-611,"9,5","7,6","7,5","10,0","9,0",-2,,,,,,,,,,,,,1
RA-612,"8,0","9,5","6,3","9,5","10,0",0,"9,0","9,7","3,77","9,3","10,0",-1.0,"9,0","9,2","7,5","9,7","6,2",-1.0,3
RA-613,"8,3","9,6","7,5","8,0","6,0",-1,"9,2","9,4",5,"4,3","6,2",-1.0,"9,0","9,2","7,5","9,2","9,2",-2.0,3
RA-614,"9,6","9,7","7,5","8,0","4,5",-1,"9,0","9,1","7,52","8,8","8,3",-1.0,"9,5","9,7","7,5","9,8","9,3",-2.0,3
RA-615,"10,0","9,7","3,14","6,8","8,3",-1,"9,5","9,7","7,5","7,8","6,7",0.0,,,,,,,2
RA-616,"7,5","3,1","6,9","3,0","3,5",0,"0,0","6,6","5,02","5,5","8,0",-1.0,"7,4","7,4","7,5","9,2","8,5",-2.0,3
RA-617,"0,0","9,0","7,52","5,5","8,2",-1,"8,5","8,9","7,5","4,5","8,0",-1.0,,,,,,,2
RA-618,"10,0","8,3","6,9","5,0","4,5",-2,"0,0","9,2","5,02","4,5","7,8",-2.0,"8,9","8,3","7,5","6,8","6,5",-2.0,3
RA-619,"9,0","7,1","3,77","8,5","9,5",0,"9,5","8,0","7,5","9,2","8,8",-1.0,,,,,,,2
RA-620,"8,3","4,0","7,5","3,5","2,5",0,"6,8","8,4","7,52","5,2","7,2",-1.0,"0,0","7,5","7,5","8,5","5,0",-2.0,3
RA-621,"9,5","7,7","7,5","6,8","8,2",-1,,,,,,,,,,,,,1
RA-622,"3,5","3,8","7,5","4,8","2,7",-2,,,,,,,,,,,,,1
RA-623,"8,3","7,4","6,9","3,5","2,5",-1,"10,0","9,5","7,52","5,8","8,8",-2.0,"7,5","9,0","7,5","9,3","7,2",-2.0,3
RA-624,"8,0","8,2","7,5","8,0","0,0",0,"9,0","9,2","7,52","8,3","8,8",-1.0,"9,0","8,9","7,5","8,0","5,5",-1.0,3
RA-625,"8,0","9,2","7,5","8,5","7,0",-1,,,,,,,,,,,,,1
RA-626,"9,6","3,4","6,9","5,5","3,5",0,"9,0","9,2","4,39","4,7","8,3",-1.0,"7,4","7,6","7,5","2,5","0,0",-1.0,3
RA-627,"7,0","6,7","7,5","6,2","6,8",-1,,,,,,,,,,,,,1
RA-628,"9,0","10,0","7,5","8,0","10,0",-1,"9,5","8,9","7,52","9,0","9,7",-2.0,"9,5","7,6","7,5","9,3","9,0",-1.0,3
RA-629,"10,0","9,5","7,5","6,0","6,0",0,"10,0","9,4","7,52","7,0","8,0",-1.0,"9,0","10,0","7,5","5,0","9,0",0.0,3
RA-630,"0,0","8,5","7,5","6,0","5,5",0,"9,0","8,6","3,77","4,2","7,2",-1.0,"9,5","9,2","7,5","6,5","8,0",0.0,3
RA-631,"8,3","7,2","8,8","7,0","3,5",0,"0,0","6,4","6,27","6,0","8,0",-1.0,"8,5","6,8","7,5","7,3","6,7",-2.0,3
RA-632,"7,9","9,0","6,9","0,0","6,0",0,"4,7","9,1","5,64","6,8","8,0",0.0,"8,5","9,3","6,9","5,5","7,2",-1.0,3
RA-633,"4,6","4,7","2,5","4,0","6,0",0,"1,7","8,1","6,27","5,3","9,0",-1.0,"7,3","8,9","7,5","6,8","8,5",-1.0,3
RA-634,"9,5","9,4","7,5","8,0","5,0",-1,,,,,,,,,,,,,1
RA-635,"10,0","4,9","6,9","0,5","2,5",-1,,,,,,,,,,,,,1
RA-636,"8,0","4,9","7,5","4,0","6,5",0,"0,0","8,3","5,64","9,2","8,7",-1.0,"8,5","8,0","6,9","7,3","7,3",-1.0,3
RA-637,"7,5","6,2","7,5","6,5","9,0",0,"8,0","9,5","7,52","8,7","8,2",-1.0,"8,5","9,0","7,5","4,8","6,8",-1.0,3
RA-638,"8,5","5,7","7,5","4,0","6,0",0,"9,0","9,4","7,52","6,8","6,2",-1.0,"8,5","9,3","7,5","2,0","5,8",0.0,3
RA-639,"7,9","5,3","2,5","1,0","4,5",0,"7,4","8,1","6,27","4,8","7,8",0.0,"8,5","7,4","7,5","3,2","7,8",-1.0,3
RA-640,"0,0","7,3","7,52","4,0","5,8",-2,"9,0","8,4","7,5","2,5","7,0",-1.0,,,,,,,2
RA-641,"9,0","9,3","7,5","4,5","8,5",0,,,,,,,,,,,,,1
RA-642,"9,6","9,1","3,8","2,0","5,0",0,"9,5","9,2","6,27","5,7","7,2",0.0,"10,0","9,7","6,9","7,0","7,7",-1.0,3
RA-643,"9,0","6,9","7,5","3,0","6,0",-1,"9,5","8,2","7,52","7,0","7,2",-1.0,"9,0","8,0","7,5","6,3","6,0",-1.0,3
RA-644,"10,0","5,6","7,52","4,0","7,7",-1,"9,5","8,0","7,5","9,7","8,0",-1.0,,,,,,,2
RA-645,"7,4","8,4","7,5","3,0","7,5",0,"9,0","8,5","6,27","6,5","8,0",-1.0,"8,5","8,1","7,5","4,0","0,0",-1.0,3
RA-646,"10,0","9,3","7,5","9,0","4,5",-1,"10,0","8,9","7,52","8,2","8,5",-1.0,"8,5","9,8","8,1","8,8","8,0",-2.0,3
RA-647,"7,3","8,7","6,27","4,7","5,7",-1,"9,5","8,6","7,5","1,5","5,2",-1.0,,,,,,,2
RA-648,"9,0","7,5","6,9","5,0","5,5",-2,,,,,,,,,,,,,1
